theta_deg,hl_ratio,tl_ratio,E1_Es,E2_Es,nu12,nu21,rel_density
-31.10517308150194,1.0103873178390084,0.09103829413032143,0.004902308793368622,0.0005935347204791797,-2.8739371557430817,-0.3479547205831094,0.3241158888225118
-14.93820261857563,0.7247492490384589,0.04491027715694028,0.002820503424694905,4.689441775075642e-05,-7.7553739174004095,-0.12894284797233846,0.1356070481622368
-62.25032277518142,1.7692722940174817,0.14380677700333186,0.0019993652539950844,0.026053331451015523,-0.2770221132324989,-3.6098201271055954,0.658255055193532
-24.04892898174152,0.605976073656666,0.05608894743850806,0.004889160307691605,4.5984247069027305e-05,-10.311280440417434,-0.09698116599372762,0.4032562575139592
-35.41747521826611,0.9185147051211896,0.12213156348135037,0.013040174173384102,0.0011409577112537748,-3.3807022459052263,-0.2957965319812532,0.6451309200095875
-69.03700668554762,1.9387558086005725,0.08600825293241776,0.00025975119951130127,0.013962691692809294,-0.13639366727631433,-7.331718693171737,0.4711178554251517
-18.1501857157744,1.831521764885002,0.035028628042890385,0.00027689560321627807,7.613989673557966e-05,-1.9070052476012542,-0.524382406004315,0.046460338227274425
-10.92721456344124,1.5288009538532281,0.13986520040011477,0.05582420280266027,0.0038710321843997988,-3.7975007985403506,-0.2633310835337733,0.18767017502853678
-68.4789953605956,1.723254133888185,0.05502951214467566,8.907970777336577e-05,0.002676739372122926,-0.18242583732886827,-5.481679649342925,0.3521694259520596
-66.90188967981105,1.2177686914120758,0.04825377760679224,0.0001748557829984943,0.0005544175297485876,-0.5615927899073221,-1.7806496414689135,0.6642168550777928
-35.664213791677156,1.7937175504752176,0.15070472895375353,0.006757061310080302,0.007727248141031318,-0.935118180034457,-1.0693835510321832,0.29062683002236633
-28.946410490037017,0.8174038721805259,0.06804349573357427,0.0035297740815727506,0.0001567506046858358,-4.745356474517108,-0.21073232440388176,0.3285335069615937
-42.160532223332744,1.785105026655164,0.15455607034589125,0.005453454867103313,0.010096670563453982,-0.7349313415729029,-1.3606713218404813,0.3542542341711137
-14.374629332404353,0.9336549217917653,0.18662550801852523,0.14905346726895669,0.004901111014888927,-5.5147238701734524,-0.18133274186374582,0.4123096730239805
-16.165127988334547,1.5500152311011361,0.0778592239372229,0.004599371610873596,0.0006773939969153247,-2.6057249916226426,-0.3837703530552846,0.11315559720501246
-62.2441346671703,1.4232750421372269,0.09080191863205682,0.0008270195675628278,0.003990292501494427,-0.4552558410198583,-2.196567094580957,0.6199306953128536
-37.157551119292044,1.844910368221151,0.039027373223618364,0.00010464782528568788,0.00014571588404335546,-0.847445262255067,-1.1800172170872514,0.07586510940665273
-40.71852884617721,1.9914180108737611,0.08288444823403406,0.0007573332271480575,0.0017512490365641127,-0.6576117296943053,-1.5206541411067225,0.1629822143237605
-72.3746072822213,1.4071230699433863,0.06496270554890246,0.00020127059069153074,0.004484120608028996,-0.2118612439860288,-4.720070463033555,0.8049291132620173
-17.490608465858024,0.626517341657467,0.15371519975286965,0.11764829939497626,0.0013645813120556406,-9.285239649813981,-0.10769781262673538,0.6493073991496144
-10.636859823645338,0.6123825443892031,0.10264225107143855,0.07291635076939561,0.0004873045098340846,-12.232416148515128,-0.08174999835346415,0.3188751850983098
-72.56651438150934,1.384839120936428,0.021548892002092958,7.645552512811348e-06,0.00016028963190501506,-0.21839954135191278,-4.578764194328936,0.28258183369964446
